Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,CustLat,CustLon,FactLat,FactLon,Distance_mi,BaseDays,LeadTime_days
8048,US-2024-168109-CHO-SCR-58000,03-07-2025,24-12-2029,Same Day,168109,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,1.0
8049,US-2024-126179-CHO-MIL-31000,03-07-2025,28-12-2029,Standard Class,126179,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,33.0406,-83.6431,32.076176,-81.088371,162.8951710918331,1.3257903421836663,1.0
8050,US-2024-111647-CHO-MIL-31000,03-07-2025,28-12-2029,Standard Class,111647,United States,Plano,Texas,75023,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,4.866946809265679
8051,US-2024-100223-CHO-SCR-58000,05-07-2025,31-12-2029,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,2.717878465758042
8052,US-2024-100223-CHO-SCR-58000,05-07-2025,31-12-2029,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,2.6402711249814126
8053,US-2024-100223-CHO-FUD-51000,05-07-2025,31-12-2029,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.2432517556523024
8054,US-2024-100223-CHO-TRI-54000,05-07-2025,31-12-2029,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,31.9686,-99.9018,32.076176,-81.088371,1099.9496026189775,3.199899205237955,4.408523867709559
8055,US-2024-100223-CHO-FUD-51000,05-07-2025,31-12-2029,Standard Class,100223,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,31.9686,-99.9018,32.881893,-111.768036,694.0681097269479,2.3881362194538958,3.1518215061232793
8056,US-2024-104388-CHO-NUT-13000,05-07-2025,28-12-2029,First Class,104388,United States,Fremont,Nebraska,68025,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,41.1254,-98.2681,32.881893,-111.768036,935.1671524261379,2.8703343048522756,2.0953562603835745
8057,US-2024-152492-CHO-NUT-13000,06-07-2025,27-12-2029,Same Day,152492,United States,Miami,Florida,33142,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,27.7663,-81.6868,32.881893,-111.768036,1820.81827686344,4.6416365537268796,1.455729207838287
8058,US-2024-101784-CHO-TRI-54000,06-07-2025,01-01-2030,Standard Class,101784,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,7.846123803375077
8059,US-2024-124303-CHO-MIL-31000,06-07-2025,03-01-2030,Standard Class,124303,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,3.5245367715024094
8060,US-2024-124303-CHO-FUD-51000,06-07-2025,03-01-2030,Standard Class,124303,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,6.619588048664248
8061,US-2024-169551-CHO-TRI-54000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,1.4354734706690317
8062,US-2024-105053-CHO-TRI-54000,07-07-2025,30-12-2029,Second Class,105053,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,2.6680348763919968
8063,US-2024-106824-CHO-TRI-54000,07-07-2025,01-01-2030,Standard Class,106824,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,6.874211140297986
8064,US-2024-169551-CHO-NUT-13000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,3.761678876115471
8065,US-2024-169551-CHO-MIL-31000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,1.0
8066,US-2024-169551-CHO-SCR-58000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,3.0373717119843295
8067,US-2024-169551-CHO-TRI-54000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,2.2827799639695057
8068,US-2024-155152-CHO-MIL-31000,07-07-2025,30-12-2029,Second Class,155152,United States,Warwick,Rhode Island,2886,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,41.6809,-71.5118,32.076176,-81.088371,847.0723257513434,2.694144651502687,3.4346860576737823
8069,US-2024-169551-CHO-TRI-54000,07-07-2025,30-12-2029,First Class,169551,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,40.5908,-77.2098,32.076176,-81.088371,626.0421429510745,2.252084285902149,1.3787172823963578
8070,US-2024-140480-CHO-NUT-13000,08-07-2025,02-01-2030,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,39.3185,-75.5071,32.881893,-111.768036,2056.7022373511822,5.113404474702365,7.3801075097478925
8071,US-2024-133249-CHO-MIL-31000,08-07-2025,01-01-2030,First Class,133249,United States,Pico Rivera,California,90660,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,3.988668977974042
8072,US-2024-108560-CHO-TRI-54000,08-07-2025,05-01-2030,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,9.111484088486849
8073,US-2024-138464-CHO-MIL-31000,08-07-2025,02-01-2030,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,8.077036090204649
8074,US-2024-140480-CHO-FUD-51000,08-07-2025,02-01-2030,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,39.3185,-75.5071,32.881893,-111.768036,2056.7022373511822,5.113404474702365,7.034191794452195
8075,US-2024-134306-CHO-NUT-13000,08-07-2025,02-01-2030,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,42.2115,-71.5301,32.881893,-111.768036,2271.8392381694885,5.543678476338977,6.657633569151668
8076,US-2024-140480-CHO-TRI-54000,08-07-2025,02-01-2030,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,39.3185,-75.5071,32.076176,-81.088371,589.6012825647571,2.179202565129514,3.3920293210411407
8077,US-2024-138464-CHO-FUD-51000,08-07-2025,02-01-2030,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.806128100222138
8078,US-2024-140480-CHO-TRI-54000,08-07-2025,02-01-2030,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,39.3185,-75.5071,32.076176,-81.088371,589.6012825647571,2.179202565129514,4.177756947408305
8079,US-2024-134306-CHO-TRI-54000,08-07-2025,02-01-2030,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,42.2115,-71.5301,32.076176,-81.088371,874.2163729317648,2.7484327458635294,4.409893193579588
8080,US-2024-138464-CHO-TRI-54000,08-07-2025,02-01-2030,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,47.4009,-121.4905,32.076176,-81.088371,2357.242702079984,5.714485404159968,9.639111461578105
8081,US-2024-108560-CHO-NUT-13000,08-07-2025,05-01-2030,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.314394913903921
8082,US-2024-138464-CHO-NUT-13000,08-07-2025,02-01-2030,Standard Class,138464,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,5.782806561010952
8083,US-2024-150189-CHO-SCR-58000,08-07-2025,31-12-2029,First Class,150189,United States,San Mateo,California,94403,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,1.0
8084,US-2024-108560-CHO-FUD-51000,08-07-2025,05-01-2030,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,5.494363145670675
8085,US-2024-134306-CHO-MIL-31000,08-07-2025,02-01-2030,Standard Class,134306,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,42.2115,-71.5301,32.076176,-81.088371,874.2163729317648,2.7484327458635294,2.9556424047707397
8086,US-2024-111759-CHO-FUD-51000,08-07-2025,02-01-2030,Standard Class,111759,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,5.060394535729808
8087,US-2024-140480-CHO-FUD-51000,08-07-2025,02-01-2030,Standard Class,140480,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,39.3185,-75.5071,32.881893,-111.768036,2056.7022373511822,5.113404474702365,6.082356358896819
8088,US-2024-108560-CHO-SCR-58000,08-07-2025,05-01-2030,Standard Class,108560,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,47.4009,-121.4905,32.881893,-111.768036,1124.0954320789524,3.248190864157905,4.658576307483454
8089,CA-2024-112109-CHO-MIL-31000,08-07-2025,02-01-2030,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,39.8283,-98.5795,32.076176,-81.088371,1111.710962694654,3.223421925389308,5.187416083186292
8090,CA-2024-112109-CHO-TRI-54000,08-07-2025,02-01-2030,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,39.8283,-98.5795,32.076176,-81.088371,1111.710962694654,3.223421925389308,4.418358047099085
8091,CA-2024-112109-CHO-MIL-31000,08-07-2025,02-01-2030,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,39.8283,-98.5795,32.076176,-81.088371,1111.710962694654,3.223421925389308,3.9947827850791877
8092,CA-2024-112109-CHO-MIL-31000,08-07-2025,02-01-2030,Standard Class,112109,Canada,Winnipeg,Manitoba,R0H,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,39.8283,-98.5795,32.076176,-81.088371,1111.710962694654,3.223421925389308,5.512027663520708
8093,US-2024-145128-CHO-TRI-54000,09-07-2025,04-01-2030,Standard Class,145128,United States,Lafayette,Indiana,47905,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,39.8494,-86.2583,32.076176,-81.088371,609.2429472395762,2.2184858944791523,3.2449586098411896
8094,US-2024-115651-CHO-NUT-13000,09-07-2025,02-01-2030,First Class,115651,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,1.838916679940183
8095,US-2024-115651-OTH-GUM-21000,09-07-2025,02-01-2030,First Class,115651,United States,Chicago,Illinois,60610,Other,Interior,OTH-GUM-21000,Wonka Gum,6.25,5,3.25,3.0,Secret Factory,40.3495,-88.9861,41.446333,-90.565487,111.93155696683849,1.2238631139336769,1.0
8096,US-2024-121083-CHO-NUT-13000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,10.229594114533764
8097,US-2024-100209-CHO-TRI-54000,09-07-2025,05-01-2030,Standard Class,100209,United States,Portland,Oregon,97206,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,44.572,-122.0709,32.076176,-81.088371,2352.2554698499116,5.704510939699823,9.47956868937497
8098,US-2024-121083-CHO-SCR-58000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,9.050317735527566
8099,US-2024-121083-CHO-SCR-58000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,41.5978,-72.7554,32.881893,-111.768036,2206.7529336590974,5.413505867318195,8.468695856171184
8100,US-2024-132122-CHO-SCR-58000,09-07-2025,04-01-2030,Standard Class,132122,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,40.3495,-88.9861,32.881893,-111.768036,1358.8109979706005,3.717621995941201,5.709621211973519
8101,US-2024-121083-CHO-TRI-54000,09-07-2025,05-01-2030,Standard Class,121083,United States,Manchester,Connecticut,6040,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,41.5978,-72.7554,32.076176,-81.088371,801.7479525100681,2.6034959050201363,1.9883780268658715
8102,US-2024-128629-CHO-MIL-31000,10-07-2025,04-01-2030,Second Class,128629,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,33.0406,-83.6431,32.076176,-81.088371,162.8951710918331,1.3257903421836663,1.0
8103,US-2024-169012-CHO-NUT-13000,10-07-2025,04-01-2030,Standard Class,169012,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,33.0406,-83.6431,32.881893,-111.768036,1624.4377825438567,4.2488755650877135,5.98885381706959
8104,US-2024-127460-CHO-TRI-54000,10-07-2025,04-01-2030,Standard Class,127460,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,40.3495,-88.9861,32.076176,-81.088371,720.340311870563,2.440680623741126,2.1611072843736623
8105,US-2024-162015-CHO-FUD-51000,11-07-2025,08-01-2030,Standard Class,162015,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.1040172335752763
8106,US-2024-127656-CHO-MIL-31000,11-07-2025,07-01-2030,Standard Class,127656,United States,Waterloo,Iowa,50701,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,42.0115,-93.2105,32.076176,-81.088371,955.6309545541883,2.9112619091083767,2.782223686924458
8107,US-2024-136623-CHO-TRI-54000,11-07-2025,06-01-2030,Standard Class,136623,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.045989559226074
8108,US-2024-164959-OTH-GUM-21000,11-07-2025,05-01-2030,Standard Class,164959,United States,Los Angeles,California,90004,Other,Pacific,OTH-GUM-21000,Wonka Gum,3.75,3,1.95,1.8,Secret Factory,36.7783,-119.4179,41.446333,-90.565487,1571.2464205037732,4.142492841007546,6.868752038190372
8109,US-2024-156818-CHO-MIL-31000,11-07-2025,03-01-2030,Second Class,156818,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,42.1657,-74.9481,32.076176,-81.088371,773.776441058145,2.54755288211629,3.432972497015753
8110,US-2024-162015-CHO-FUD-51000,11-07-2025,08-01-2030,Standard Class,162015,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.361777435411016
8111,US-2024-136623-CHO-NUT-13000,11-07-2025,06-01-2030,Standard Class,136623,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.259232792788768
8112,US-2024-106047-CHO-SCR-58000,12-07-2025,08-01-2030,Standard Class,106047,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,4.993202900940783
8113,US-2024-136364-CHO-SCR-58000,13-07-2025,07-01-2030,Second Class,136364,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,3.536378161510768
8114,US-2024-102155-CHO-TRI-54000,13-07-2025,07-01-2030,Standard Class,102155,United States,Overland Park,Kansas,66212,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,38.5266,-96.7265,32.076176,-81.088371,985.492337658746,2.970984675317492,3.4412909511726397
8115,US-2024-102155-CHO-MIL-31000,13-07-2025,07-01-2030,Standard Class,102155,United States,Overland Park,Kansas,66212,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,38.5266,-96.7265,32.076176,-81.088371,985.492337658746,2.970984675317492,3.7453892545476988
8116,US-2024-136364-CHO-SCR-58000,13-07-2025,07-01-2030,Second Class,136364,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,40.5908,-77.2098,32.881893,-111.768036,1970.9365605159846,4.9418731210319695,4.8140743226387
8117,US-2024-161935-CHO-TRI-54000,14-07-2025,08-01-2030,Standard Class,161935,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,2.433042321887723
8118,US-2024-121048-CHO-TRI-54000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.34782934271858
8119,US-2024-121048-CHO-SCR-58000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.844131063508045
8120,US-2024-121048-CHO-SCR-58000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.0383864351404437
8121,US-2024-161935-CHO-TRI-54000,14-07-2025,08-01-2030,Standard Class,161935,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,4.156574138526262
8122,US-2024-121048-CHO-FUD-51000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,2.0857644783873273
8123,US-2024-121048-CHO-MIL-31000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,36.7783,-119.4179,32.076176,-81.088371,2192.2162092613235,5.384432418522647,8.411612290417866
8124,US-2024-161935-CHO-TRI-54000,14-07-2025,08-01-2030,Standard Class,161935,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,3.233195113608439
8125,US-2024-161935-CHO-MIL-31000,14-07-2025,08-01-2030,Standard Class,161935,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,40.3888,-82.7649,32.076176,-81.088371,581.4578987964325,2.162915797592865,2.9775846716135415
8126,US-2024-161935-CHO-SCR-58000,14-07-2025,08-01-2030,Standard Class,161935,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,40.3888,-82.7649,32.881893,-111.768036,1679.6183425855836,4.359236685171167,7.247060084449519
8127,US-2024-121048-CHO-SCR-58000,14-07-2025,08-01-2030,Standard Class,121048,United States,Westminster,California,92683,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,36.7783,-119.4179,32.881893,-111.768036,509.98328858254104,2.019966577165082,3.733161189393229
